id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
3226,0,F,0,Y,Y,26,N,No_phone,DSL,Y,Y,N,Y,N,N,Per_month,N,Credit_card_auto,38.85,1025.15
3227,1,F,0,N,N,29,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,30.6,856.35
3228,0,M,0,N,Y,5,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,20.35,122
3229,0,M,0,Y,N,70,Y,Y,Fiber optic,N,Y,Y,N,Y,N,Year-1,Y,Bank_transfer_auto,95.0,6602.9
3234,0,F,0,Y,Y,36,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Bank_transfer_auto,19.2,702.9
3235,1,F,1,N,N,38,Y,Y,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,99.55,3734.25
3236,1,F,0,N,N,17,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.0,1144.5
3237,0,F,0,Y,Y,41,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,109.1,4454.25
3238,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.3,45.3
3240,0,M,0,N,N,14,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,N,Check_electron,76.45,1117.55
3243,0,M,0,Y,Y,13,Y,Y,DSL,N,Y,Y,Y,Y,N,Per_month,Y,Check_electron,72.8,930.05
3244,0,M,0,N,N,6,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,18.95,110.15
3247,0,F,0,Y,N,15,Y,N,Fiber optic,Y,N,Y,N,Y,Y,Per_month,N,Check_electron,101.75,1669.4
3249,0,F,0,N,N,8,Y,N,DSL,N,N,Y,Y,N,Y,Per_month,N,Check_mailed,64.1,504.05
3253,0,F,0,N,N,23,Y,Y,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,54.4,1249.25
3256,0,F,0,N,N,25,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.05,461.3
3259,0,M,1,N,N,3,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.85,335.75
3260,0,F,0,Y,Y,69,N,No_phone,DSL,Y,Y,Y,Y,N,N,Year-2,N,Bank_transfer_auto,46.25,3121.4
3263,0,M,1,N,N,39,Y,Y,Fiber optic,N,Y,N,N,N,Y,Per_month,N,Check_electron,90.7,3413.25
3264,0,M,0,N,N,31,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,101.4,3143.65
3265,0,M,0,Y,Y,24,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.25,439.75
3268,0,F,0,N,N,50,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,19.35,1033
3269,0,M,0,Y,Y,52,Y,N,DSL,N,Y,Y,Y,Y,N,Year-1,Y,Check_electron,68.75,3482.85
3272,1,M,0,N,Y,25,Y,N,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,95.9,2448.75
3275,1,M,1,Y,N,17,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Bank_transfer_auto,81.5,1329.2
3279,0,F,0,N,N,27,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.6,561.15
3280,0,F,0,N,N,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.0,63.6
3286,0,F,0,Y,Y,58,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,20.3,1160.75
3287,0,M,0,Y,Y,34,Y,N,Fiber optic,N,Y,Y,N,Y,N,Per_month,Y,Check_electron,89.85,3091.75
3288,1,F,0,N,N,8,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Check_electron,49.85,365.55
3291,0,M,1,N,N,12,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Credit_card_auto,29.35,381.2
3292,0,M,0,N,N,58,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,19.15,1035.5
3293,0,F,0,Y,Y,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.1,52
3294,1,F,1,Y,N,43,N,No_phone,DSL,N,Y,Y,N,Y,Y,Per_month,N,Credit_card_auto,55.55,2342.2
3297,1,F,0,Y,Y,22,Y,N,DSL,N,Y,N,N,Y,Y,Year-1,Y,Bank_transfer_auto,69.5,1498.2
3299,0,F,0,N,N,68,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.5,1821.8
3301,0,F,0,N,N,50,Y,Y,DSL,N,Y,N,Y,Y,Y,Year-2,Y,Check_mailed,79.6,4024.2
3303,0,F,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,88.05,6520.8
3305,0,F,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,117.6,8308.9
3306,0,F,0,N,N,6,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.0,109.2
3308,0,M,0,Y,N,48,Y,Y,DSL,N,Y,Y,N,N,Y,Year-1,Y,Credit_card_auto,70.55,3420.5
3311,0,F,0,N,N,17,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,20.05,337.9
3317,0,F,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,20.45,42.45
3319,0,F,0,Y,Y,24,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,24.7,571.75
3320,0,M,0,Y,N,70,Y,Y,DSL,Y,N,Y,Y,N,Y,Year-2,N,Credit_card_auto,77.3,5498.2
3323,0,M,0,Y,N,3,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,N,Credit_card_auto,29.8,94.4
3324,1,F,0,N,N,7,Y,Y,DSL,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,74.65,521.1
3325,0,F,0,N,N,13,Y,N,DSL,Y,N,N,N,Y,Y,Per_month,Y,Check_electron,71.95,923.85
3326,0,M,0,N,N,7,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.75,141.1
3329,1,F,0,N,N,12,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.2,1046.1
3331,0,F,0,N,N,15,Y,N,DSL,Y,Y,Y,Y,Y,Y,Per_month,N,Check_mailed,84.45,1287.85
3333,0,M,1,Y,N,4,N,No_phone,DSL,N,N,Y,N,N,N,Per_month,Y,Check_electron,29.9,118.25
3334,0,F,0,Y,Y,24,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.7,452.55
3337,0,M,0,Y,Y,65,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,19.85,1267.05
3339,0,M,0,N,N,16,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Check_mailed,49.45,799
3340,1,F,0,Y,N,54,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Year-1,N,Bank_transfer_auto,106.55,5763.3
3341,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.1,20.1
3342,0,M,0,N,Y,5,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.45,106.9
3343,0,F,0,N,N,19,N,No_phone,DSL,N,Y,N,N,N,Y,Per_month,Y,Check_electron,39.7,710.05
3346,1,M,0,N,N,3,Y,N,DSL,N,N,N,N,Y,N,Per_month,N,Check_mailed,55.15,159.15
3347,0,F,0,N,N,72,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,111.6,8012.75
3348,1,M,1,Y,N,10,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,86.65,856.65
3349,0,F,0,Y,Y,10,Y,N,DSL,N,Y,Y,N,N,N,Per_month,Y,Check_mailed,55.55,551.3
3350,0,M,0,Y,N,11,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,20.55,184.95
3351,1,F,1,N,N,37,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Per_month,Y,Bank_transfer_auto,106.75,4056.75
3353,0,F,0,Y,Y,36,Y,Y,Fiber optic,Y,N,Y,N,Y,Y,Per_month,Y,Credit_card_auto,104.5,3684.95
3356,0,M,0,Y,Y,61,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-1,N,Bank_transfer_auto,84.9,5264.5
3357,0,M,0,N,N,22,Y,N,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_mailed,93.2,2157.3
3360,1,M,0,N,N,31,Y,N,Fiber optic,N,Y,N,Y,N,N,Per_month,Y,Check_electron,78.45,2435.15
3362,1,F,0,Y,Y,34,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,87.45,2874.15
3365,1,M,0,Y,Y,29,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.75,1974.8
3370,0,F,0,N,N,4,Y,Y,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_mailed,100.85,399.25
3371,1,M,1,Y,N,12,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,101.35,1218.55
3374,0,F,0,N,N,34,Y,N,Fiber optic,N,Y,Y,Y,Y,Y,Per_month,Y,Check_electron,105.1,3634.8
3376,1,F,0,N,N,4,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,79.15,317.25
3377,0,M,0,Y,Y,13,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.0,218.55
3378,0,F,0,Y,Y,65,Y,Y,DSL,N,Y,N,Y,Y,Y,Year-2,Y,Bank_transfer_auto,79.4,5071.9
3381,0,M,0,Y,N,49,Y,N,Fiber optic,N,Y,N,N,Y,Y,Year-2,Y,Check_electron,94.8,4690.65
3383,0,F,0,Y,Y,69,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Credit_card_auto,20.35,1442.65
3385,0,M,0,Y,N,67,Y,N,DSL,Y,Y,N,Y,N,Y,Year-2,Y,Credit_card_auto,69.2,4671.65
3386,1,M,1,N,N,35,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,95.45,3474.05
3388,0,F,0,Y,Y,13,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.85,272.35
3389,0,F,0,N,Y,41,Y,Y,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Bank_transfer_auto,88.5,3645.05
3390,0,F,0,N,N,4,N,No_phone,DSL,Y,N,Y,N,N,N,Per_month,N,Check_mailed,35.0,135.75
3395,0,F,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,N,Year-2,N,Bank_transfer_auto,80.2,5714.2
3396,0,F,0,N,N,24,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Credit_card_auto,49.3,1233.25
3397,0,F,0,Y,N,42,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,N,Credit_card_auto,84.35,3571.6
3399,0,M,0,N,N,68,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-1,Y,Credit_card_auto,117.2,8035.95
3401,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.6,69.6
3406,0,F,0,Y,Y,3,Y,N,Fiber optic,N,Y,N,Y,N,N,Per_month,Y,Check_electron,80.0,241.3
3407,0,F,0,Y,Y,48,Y,Y,DSL,N,Y,N,Y,Y,Y,Year-2,N,Check_electron,79.65,3870.3
3410,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,N,Check_electron,78.45,78.45
3411,0,F,0,N,N,48,N,No_phone,DSL,Y,Y,N,N,Y,N,Per_month,Y,Check_electron,44.8,2104.55
3413,0,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,19.2,19.2
3414,0,F,0,N,N,37,Y,N,Fiber optic,N,Y,Y,N,N,N,Year-1,N,Check_electron,80.05,3019.1
3417,0,M,0,Y,N,63,Y,N,DSL,Y,Y,N,Y,Y,N,Year-1,N,Credit_card_auto,70.8,4448.8
3425,1,M,0,N,N,4,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,85.65,338.9
3431,0,M,0,Y,Y,0,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.85, 
3433,0,M,0,N,Y,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.35,212.3
3435,0,M,0,N,N,12,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,25.0,316.2
3438,1,F,0,N,N,12,Y,N,Fiber optic,N,N,Y,Y,N,Y,Per_month,Y,Check_electron,89.4,1095.65
3439,0,F,0,Y,Y,68,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,88.0,6161.9
3440,1,F,1,N,N,5,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,83.15,446.05
3441,0,F,1,N,N,49,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,43.8,2106.05
3446,0,F,1,N,N,2,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,84.05,186.05
3450,1,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,44.15,44.15
3452,1,F,0,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_mailed,85.45,85.45
3453,0,M,0,Y,N,12,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Credit_card_auto,85.05,999.8
3456,1,F,0,Y,Y,4,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,50.85,239.55
3458,0,M,0,N,N,27,Y,N,DSL,Y,N,N,Y,N,N,Per_month,N,Check_mailed,53.45,1461.45
3465,0,M,0,N,N,19,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.65,358.15
3466,0,M,0,Y,N,31,Y,N,Fiber optic,N,N,Y,N,Y,Y,Year-1,Y,Check_electron,93.8,2939.8
3471,1,F,0,Y,Y,11,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.25,180.3
3473,1,F,1,N,N,2,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,75.45,158.4
3476,0,F,0,Y,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.4,19.4
3477,0,M,0,Y,N,68,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.05,1629.2
3478,0,M,0,Y,N,72,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Check_mailed,84.45,6033.1
3480,1,M,1,Y,N,1,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,95.1,95.1
3481,0,F,0,N,N,41,Y,N,DSL,Y,N,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,79.85,3320.75
3482,0,M,0,Y,Y,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.55,1867.7
3484,1,F,0,Y,Y,4,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,73.75,325.45
3485,1,M,0,N,N,12,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,96.05,1148.1
3487,0,F,0,N,N,7,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.65,155.9
3488,0,F,0,Y,N,65,Y,N,DSL,Y,N,Y,N,N,N,Per_month,Y,Check_mailed,55.15,3673.15
3489,0,M,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,70.6,70.6
3494,0,M,0,N,N,26,Y,Y,DSL,Y,Y,N,N,N,N,Year-1,N,Check_electron,61.55,1581.95
3495,0,M,0,N,N,62,Y,Y,Fiber optic,Y,Y,Y,N,N,N,Per_month,N,Bank_transfer_auto,90.7,5586.45
3496,0,F,0,Y,Y,58,Y,N,Fiber optic,Y,Y,N,N,Y,Y,Year-1,N,Credit_card_auto,99.25,5846.65
3498,0,F,0,Y,Y,61,Y,Y,Fiber optic,Y,Y,Y,N,N,Y,Year-1,Y,Credit_card_auto,100.7,6018.65
3499,0,F,0,N,N,42,Y,Y,DSL,N,N,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,78.45,3373.4
3501,0,F,0,N,N,56,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,19.55,1080.55
3502,1,F,0,N,N,4,Y,Y,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,88.95,355.2
3503,0,F,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,20.45,82.85
3504,0,F,0,N,Y,35,Y,N,DSL,Y,Y,N,N,N,N,Year-1,N,Credit_card_auto,55.6,2016.45
3510,1,M,0,N,N,3,Y,N,DSL,N,N,N,N,Y,N,Per_month,N,Credit_card_auto,53.4,188.7
3511,1,M,1,Y,N,53,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,101.9,5549.4
3512,0,M,0,Y,Y,2,Y,N,DSL,Y,Y,N,Y,N,N,Year-2,N,Check_mailed,59.5,130.5
3516,0,M,0,N,Y,12,Y,N,DSL,Y,N,N,N,Y,Y,Per_month,Y,Check_mailed,69.85,837.5
3518,0,M,0,Y,N,54,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Per_month,N,Check_electron,109.55,6118.95
3521,0,F,0,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,N,N,Year-2,Y,Bank_transfer_auto,97.0,7104.2
3523,1,M,0,N,Y,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Check_mailed,50.6,50.6
3527,0,F,0,Y,N,21,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.3,1948.35
3531,1,M,0,Y,N,24,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,101.05,2391.8
3534,0,F,0,N,N,11,Y,N,DSL,Y,N,N,Y,N,N,Year-1,Y,Check_mailed,54.6,617.85
3544,0,M,0,Y,N,36,N,No_phone,DSL,Y,N,Y,N,N,N,Year-1,N,Check_mailed,35.35,1317.95
3545,0,F,0,Y,N,46,Y,Y,Fiber optic,N,Y,N,Y,Y,Y,Year-1,Y,Check_electron,103.15,4594.65
3546,0,F,0,N,N,58,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Year-1,Y,Check_electron,107.75,6332.75
3548,1,M,0,Y,Y,4,Y,N,DSL,N,N,N,Y,N,Y,Per_month,N,Credit_card_auto,61.45,229.55
3550,0,M,1,Y,N,70,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Check_electron,104.8,7308.95
3552,0,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,44.95,44.95
3554,0,F,1,Y,Y,29,N,No_phone,DSL,N,Y,Y,N,N,N,Per_month,Y,Check_mailed,35.65,1025.15
3556,0,F,0,N,N,67,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Check_mailed,85.25,5714.2
3557,0,F,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.5,19.5
3559,0,F,0,Y,Y,30,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,25.1,789.55
3560,0,F,0,Y,N,48,Y,N,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Credit_card_auto,100.05,4834
3564,0,F,0,Y,N,31,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Bank_transfer_auto,83.85,2674.15
3565,0,M,0,N,N,4,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.9,199.75
3566,0,M,0,Y,Y,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.1,1790.8
3567,1,M,1,N,N,5,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,91.4,449.75
3568,0,M,0,Y,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.7,19.7
3570,0,M,0,Y,Y,8,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Credit_card_auto,51.3,411.6
3572,0,F,1,N,N,56,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,N,Check_electron,104.75,5841.35
3575,0,F,0,Y,Y,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.3,31.9
3576,0,M,1,Y,N,65,Y,Y,Fiber optic,Y,N,N,N,Y,Y,Year-1,Y,Check_electron,100.75,6674.65
3578,0,F,0,N,N,23,Y,Y,DSL,Y,N,Y,N,Y,Y,Year-1,Y,Check_electron,78.55,1843.05
3580,0,M,0,Y,N,70,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.85,1433.8
3581,0,F,0,N,N,4,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,50.7,214.55
3584,0,F,1,Y,N,38,Y,N,Fiber optic,Y,N,N,N,N,Y,Per_month,Y,Check_electron,83.45,3147.15
3586,0,M,0,N,N,47,Y,Y,Fiber optic,Y,Y,N,N,Y,N,Year-1,N,Bank_transfer_auto,94.8,4535.85
3588,0,M,0,N,N,9,Y,Y,DSL,N,N,N,N,N,Y,Per_month,N,Check_mailed,59.9,542.4
3589,0,F,0,Y,N,26,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-1,Y,Credit_card_auto,90.1,2312.55
3592,0,F,0,N,N,3,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,N,Check_mailed,29.2,98.5
3593,0,M,0,N,N,2,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,46.6,87.9
3594,1,F,0,Y,Y,9,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Bank_transfer_auto,85.35,754.65
3596,0,M,0,N,N,25,Y,N,Fiber optic,Y,N,N,N,N,N,Per_month,N,Bank_transfer_auto,74.3,1952.25
3597,0,F,1,Y,N,2,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.3,153.8
3601,0,F,0,Y,Y,59,Y,Y,DSL,Y,N,Y,Y,Y,N,Year-2,Y,Check_mailed,76.45,4519.5
3602,0,M,0,N,N,44,N,No_phone,DSL,Y,N,Y,N,Y,Y,Year-1,Y,Check_electron,54.0,2440.25
3603,0,M,0,N,N,66,Y,Y,Fiber optic,N,Y,N,Y,Y,Y,Year-1,Y,Check_electron,104.25,6860.6
3604,0,M,0,Y,Y,68,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.95,1377.7
3609,0,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,44.9,44.9
3610,0,F,0,N,N,8,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.25,576.7
3611,0,M,0,N,N,53,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,24.6,1279
3613,0,M,0,Y,Y,11,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Bank_transfer_auto,20.95,267.35
3614,0,M,0,Y,Y,60,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,Y,Check_electron,110.6,6586.85
3616,1,M,0,N,N,3,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,43.3,123.65
3617,1,M,0,Y,N,70,Y,N,Fiber optic,Y,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,109.5,7534.65
3618,0,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.45,19.45
3619,0,M,1,N,N,43,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,84.85,3645.6
3620,0,F,0,Y,N,16,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.6,314.45
3629,0,M,1,Y,N,2,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,74.2,140.1
3632,1,F,0,N,N,15,Y,N,DSL,N,N,Y,N,N,Y,Per_month,Y,Check_electron,59.45,892.65
3634,1,F,0,N,Y,46,Y,N,Fiber optic,Y,Y,N,Y,Y,Y,Year-1,Y,Bank_transfer_auto,105.2,4822.85
3637,0,M,0,Y,Y,25,Y,N,DSL,N,Y,Y,N,N,N,Year-1,N,Check_mailed,53.65,1355.45
3639,1,M,0,N,N,8,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,45.15,438.4
3642,0,M,0,Y,Y,29,N,No_phone,DSL,Y,Y,Y,Y,N,Y,Year-1,Y,Credit_card_auto,55.35,1636.95
3644,1,M,0,Y,N,31,Y,Y,Fiber optic,N,Y,Y,N,Y,N,Per_month,N,Check_electron,93.8,3019.5
3646,0,M,0,Y,N,71,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,N,Check_electron,83.2,6126.1
3647,0,M,1,Y,N,70,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,90.05,6333.4
3648,0,M,0,N,N,71,Y,Y,Fiber optic,Y,N,N,Y,N,Y,Year-1,N,Credit_card_auto,97.65,6687.85
3652,0,M,0,N,N,68,Y,Y,Fiber optic,Y,Y,Y,N,N,Y,Year-2,Y,Bank_transfer_auto,102.1,7149.35
3653,0,M,0,N,N,62,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,23.4,1429.65
3655,1,M,0,N,N,20,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,85.25,1734.5
